Year/Week,Year,Week,Mt. Baw Baw Visits,Mt. Baw Baw Maximum temperature (Degree C),Mt. Baw Baw Minimum temperature (Degree C),Mt. Baw Baw Rainfall amount (millimetres),Mt. Stirling Visits,Mt. Stirling Maximum temperature (Degree C),Mt. Stirling Minimum temperature (Degree C),Mt. Stirling Rainfall amount (millimetres),Mt. Hotham Visits,Mt. Hotham Maximum temperature (Degree C),Mt. Hotham Minimum temperature (Degree C),Mt. Hotham Rainfall amount (millimetres),Falls Creek Visits,Falls Creek Maximum temperature (Degree C),Falls Creek Minimum temperature (Degree C),Falls Creek Rainfall amount (millimetres),Mt. Buller Visits,Mt. Buller Maximum temperature (Degree C),Mt. Buller Minimum temperature (Degree C),Mt. Buller Rainfall amount (millimetres),Selwyn Visits,Selwyn Maximum temperature (Degree C),Selwyn Minimum temperature (Degree C),Selwyn Rainfall amount (millimetres),Thredbo Visits,Thredbo Maximum temperature (Degree C),Thredbo Minimum temperature (Degree C),Thredbo Rainfall amount (millimetres),Perisher Visits,Perisher Maximum temperature (Degree C),Perisher Minimum temperature (Degree C),Perisher Rainfall amount (millimetres),Charlotte Pass Visits,Charlotte Maximum temperature (Degree C),Charlotte Minimum temperature (Degree C),Charlotte Rainfall amount (millimetres),Average Pass Visits,Average Maximum temperature (Degree C),Average Minimum temperature (Degree C),Average Rainfall amount (millimetres)
2017/13,2017,13,4086,2.442857143,-1.842857143,5.514285714,897,1.357142857,-3.014285714,9.257142857,26326,0.728571429,-4.385714286,0,34745,1.314285714,-3.457142857,4.342857143,32214,1.357142857,-3.014285714,9.257142857,7230,3.642857143,-1.028571429,2.028571429,39634,0.414285714,-4.571428571,0,52565,2.928571429,-3.985714286,7.771428571,2853,1.671428571,-4.278571429,3.885714286,22283.33333,1.761904762,-3.286507937,4.673015873
2017/14,2017,14,5565,3.1,-1.242857143,14.94285714,1023,2.128571429,-2.628571429,6.914285714,21960,1.485714286,-3.442857143,0,28865,2.314285714,-2.442857143,6.428571429,32542,2.128571429,-2.628571429,6.914285714,6867,5.957142857,0.671428571,1.6,37173,1.628571429,-3.228571429,0.542857143,48963,5.071428571,-1.071428571,5,2669,3.35,-2.15,2.771428571,20625.22222,3.018253968,-2.018253968,5.012698413
2017/15,2017,15,3409,4.828571429,-2.985714286,9.114285714,408,4.828571429,-2.814285714,9.942857143,14990,3.171428571,-3.271428571,0,21846,4.228571429,-2.557142857,5.771428571,24402,4.828571429,-2.814285714,9.942857143,4847,7.5,-0.328571429,5.857142857,26630,3.428571429,-3.328571429,1.142857143,34698,6.528571429,-2.328571429,7.171428571,1941,4.978571429,-2.828571429,4.157142857,14796.77778,4.924603175,-2.584126984,5.9
2018/1,2018,1,2753,2.614285714,-0.185714286,3.257142857,192,2.057142857,-1.171428571,18.34285714,6271,1.028571429,-1.971428571,8.971428571,4735,1.928571429,-1.4,10.25714286,13279,2.057142857,-1.171428571,18.34285714,2060,3.771428571,0.7,10.28571429,11210,0.371428571,-2.914285714,7.885714286,14866,2.971428571,-2.228571429,12.34285714,825,1.671428571,-2.571428571,10.11428571,6243.444444,2.052380952,-1.434920635,11.08888889
2018/2,2018,2,2102,1.814285714,-2.171428571,25.45714286,180,-0.128571429,-3.442857143,6.685714286,3489,-1.457142857,-4.885714286,0.142857143,3408,-0.614285714,-4.242857143,17.05714286,11039,-0.128571429,-3.442857143,6.685714286,1591,3.228571429,-1.2,4.657142857,8547,-1.585714286,-5.785714286,2.742857143,11276,1.771428571,-5.242857143,7.571428571,630,0.092857143,-5.514285714,5.157142857,4695.777778,0.332539683,-3.992063492,8.461904762
2018/3,2018,3,5768,2.857142857,-1.071428571,0.542857143,339,2.285714286,-2.485714286,0.314285714,6911,-0.514285714,-4.542857143,2,8450,2.485714286,-3.214285714,0,19293,2.285714286,-2.485714286,0.314285714,3095,5.342857143,-0.314285714,1.142857143,17226,1.614285714,-4.371428571,0.314285714,22795,4.785714286,-4.914285714,1.028571429,1264,3.2,-4.642857143,0.671428571,9460.111111,2.704761905,-3.115873016,0.703174603
2018/4,2018,4,7058,3.628571429,-0.042857143,2.028571429,474,2.042857143,-1.9,2.085714286,17524,1,-3.071428571,4.057142857,16200,2.114285714,-1.985714286,2.228571429,27761,2.042857143,-1.9,2.085714286,5357,5.457142857,0.414285714,0.771428571,28601,2.385714286,-3.414285714,1.742857143,37741,4.657142857,-3.485714286,2.885714286,2062,3.521428571,-3.45,2.314285714,15864.22222,2.983333333,-2.092857143,2.244444444
2018/5,2018,5,11141,1.028571429,-2.471428571,9.514285714,810,0.842857143,-3.828571429,6.057142857,31435,0.142857143,-4.6,0.971428571,32502,0.757142857,-3.957142857,3.371428571,54337,0.842857143,-3.828571429,6.057142857,10213,2.185714286,-2.285714286,8.8,54351,-0.757142857,-5.742857143,4.028571429,71310,2.457142857,-6.142857143,7.628571429,3902,0.85,-5.942857143,5.828571429,30000.11111,0.927777778,-4.311111111,5.806349206
2018/6,2018,6,18031,2.414285714,-2.7,1.628571429,1086,0.257142857,-4.1,2.971428571,37737,-0.728571429,-5.4,0.142857143,40750,-0.2,-4.771428571,1.457142857,66326,0.257142857,-4.1,2.971428571,12863,2.671428571,-2.928571429,1.628571429,70634,-0.714285714,-5.471428571,1.942857143,93226,1.871428571,-5.271428571,4.142857143,5033,0.578571429,-5.371428571,3.042857143,38409.55556,0.711904762,-4.457142857,2.214285714
2018/7,2018,7,8803,1.285714286,-2.557142857,2.257142857,1269,-0.014285714,-3.5,5.057142857,25157,-1.257142857,-4.857142857,0.428571429,31768,-0.414285714,-4.442857143,1.457142857,46230,-0.014285714,-3.5,5.057142857,8428,2.157142857,-1.985714286,1.314285714,46287,-0.2,-5.614285714,2.285714286,61632,2.1,-5.014285714,4.742857143,3344,0.95,-5.314285714,3.514285714,25879.77778,0.51031746,-4.087301587,2.901587302
2018/8,2018,8,7966,2.871428571,-1.414285714,3.542857143,1128,1.214285714,-2.657142857,6.085714286,24150,0.585714286,-3.714285714,6.085714286,29814,1.142857143,-2.357142857,4.6,39057,1.214285714,-2.657142857,6.085714286,7857,4.242857143,-0.114285714,2.6,41879,0.4,-4.328571429,4.514285714,55592,3.085714286,-2.785714286,7.257142857,3031,1.742857143,-3.557142857,5.885714286,23386,1.833333333,-2.620634921,5.184126984
2018/9,2018,9,8950,1.814285714,-2.685714286,5.628571429,1719,0.7,-3.442857143,17,30515,-1.028571429,-4.614285714,1.457142857,33734,0.628571429,-3.942857143,3.657142857,45601,0.7,-3.442857143,17,9032,3.057142857,-1.514285714,9.971428571,49315,1.5,-5.6,0,65256,2.214285714,-3.057142857,14.77142857,3522,1.857142857,-4.328571429,7.385714286,27516,1.271428571,-3.625396825,8.541269841
2018/10,2018,10,7621,1.642857143,-2.142857143,4.285714286,1860,-0.157142857,-3.142857143,8.514285714,33527,-1.042857143,-4.185714286,3.285714286,41774,-0.428571429,-3.7,3.771428571,43886,-0.157142857,-3.142857143,8.514285714,9444,2.442857143,-0.9,4.142857143,52085,-0.228571429,-4.457142857,2.542857143,69540,2.328571429,-2.728571429,8.6,3849,1.05,-3.592857143,5.571428571,29287.33333,0.605555556,-3.11031746,5.46984127
2018/11,2018,11,6837,0.385714286,-3.385714286,9.685714286,1452,-1.185714286,-4.628571429,6.457142857,38115,-2.014285714,-4.8,0.057142857,40149,-0.657142857,-4.628571429,7.428571429,46782,-1.185714286,-4.628571429,6.457142857,9592,1.714285714,-2.6,4.057142857,53194,-2.3,-7.085714286,0.257142857,70211,0.914285714,-5.957142857,6.657142857,3867,-0.692857143,-6.521428571,3.457142857,30022.11111,-0.557936508,-4.915079365,4.946031746
2018/12,2018,12,10011,3.014285714,-2.871428571,1.914285714,1374,1.771428571,-4.842857143,0.485714286,35284,-1.985714286,-6.5,3.457142857,38075,1.728571429,-4.942857143,0,46140,1.771428571,-4.842857143,0.485714286,9764,5.371428571,-1.042857143,0.257142857,53232,0.885714286,-6.7,0.057142857,70681,3.771428571,-6.685714286,0.371428571,3839,2.328571429,-6.692857143,0.214285714,29822.22222,2.073015873,-5.013492063,0.804761905
2018/13,2018,13,6751,3.1,-0.928571429,5.228571429,913,2.471428571,-2.7,3.828571429,28187,0.714285714,-4.114285714,7.171428571,32603,2.728571429,-2.885714286,0.942857143,34877,2.471428571,-2.7,3.828571429,7557,6.4,0.042857143,10.08571429,41257,1.128571429,-5.414285714,1.628571429,54342,4.371428571,-3.385714286,9.771428571,2943,2.75,-4.4,5.7,23270,2.903968254,-2.942857143,5.353968254
2018/14,2018,14,5793,7.885714286,0.185714286,0.371428571,498,6.214285714,-0.257142857,1.057142857,21947,5.542857143,-0.971428571,0.285714286,28410,6.6,-0.057142857,0,31144,6.214285714,-0.257142857,1.057142857,6454,11.02857143,2.557142857,0,34676,6.285714286,-1.157142857,0,46265,8.385714286,-0.071428571,0,2542,7.335714286,-0.614285714,0,19747.66667,7.276984127,-0.071428571,0.307936508
2018/15,2018,15,4064,3.428571429,-2.057142857,5.142857143,258,1.814285714,-3.442857143,2.6,15320,1.6,-4.157142857,0.571428571,19085,2.942857143,-2.971428571,0,20104,1.814285714,-3.442857143,2.6,4262,7.7,-0.185714286,0.714285714,23050,3.842857143,-4,0.8,30146,5.457142857,-3.057142857,1.285714286,1688,4.65,-3.528571429,1.042857143,13108.55556,3.694444444,-2.982539683,1.63968254
2019/1,2019,1,6393,8.257142857,1.4,2.171428571,237,4.028571429,0.571428571,19.11428571,5948,6.1,-3,0.085714286,8702,3.857142857,0.857142857,19,22375,4.028571429,0.571428571,19.11428571,3472,6.828571429,3.142857143,9.257142857,18741,3.157142857,0.257142857,10.48571429,24730,5.328571429,1.614285714,9.6,1385,4.242857143,0.935714286,10.04285714,10220.33333,5.092063492,0.705555556,10.98571429
2019/2,2019,2,4311,1.9,-1.914285714,6.4,81,0.442857143,-3.685714286,3.057142857,3019,3.471428571,-3.385714286,0.085714286,4257,0.028571429,-4.485714286,1.114285714,10904,0.442857143,-3.685714286,3.057142857,1831,4.385714286,-1.771428571,0.342857143,9845,-0.742857143,-6.828571429,0.514285714,12913,2.628571429,-6.828571429,0.342857143,700,0.942857143,-6.828571429,0.428571429,5317.888889,1.5,-4.379365079,1.704761905
2019/3,2019,3,5341,6.042857143,0.514285714,0.028571429,126,4.742857143,-0.728571429,4.371428571,5820,4.171428571,-1.828571429,0.057142857,7581,4.985714286,-0.957142857,0.114285714,13018,4.742857143,-0.728571429,4.371428571,2534,7.642857143,0.728571429,0,13374,3.7,-4.442857143,0.057142857,17700,6.842857143,-4.628571429,0.171428571,992,5.271428571,-4.535714286,0.114285714,7387.333333,5.349206349,-1.845238095,1.031746032
2019/4,2019,4,6645,3.657142857,-0.814285714,2.057142857,63,2.742857143,-1.657142857,9.257142857,13150,1.014285714,-2.842857143,0.085714286,14826,2.085714286,-2.228571429,5.314285714,29400,2.742857143,-1.657142857,9.257142857,4763,7.057142857,0.014285714,3.8,25851,3.585714286,-4.071428571,3.371428571,34236,5.557142857,-3.657142857,4.914285714,1904,4.571428571,-3.864285714,4.142857143,14537.55556,3.668253968,-2.308730159,4.688888889
2019/5,2019,5,10595,2.014285714,-1.085714286,6,123,0.714285714,-1.828571429,14.88571429,26572,-0.157142857,-2.728571429,0.085714286,31088,0.371428571,-2.157142857,14.14285714,46986,0.714285714,-1.828571429,14.88571429,9019,2.642857143,-0.028571429,13.11428571,48275,-0.6,-3.7,8.028571429,64459,1.485714286,-2.485714286,19.17142857,3584,0.442857143,-3.092857143,13.6,26744.55556,0.847619048,-2.103968254,11.54603175
2019/6,2019,6,9056,1.771428571,-2.157142857,14.17142857,318,0.842857143,-3.471428571,9.685714286,36382,-0.514285714,-4.557142857,0.114285714,37988,0.414285714,-3.971428571,3.171428571,49957,0.842857143,-3.471428571,9.685714286,9962,2.685714286,-2.042857143,3.914285714,55168,-0.771428571,-5.271428571,0.971428571,72800,2.542857143,-3.3,5.971428571,3998,0.885714286,-4.285714286,3.471428571,30625.44444,0.966666667,-3.614285714,5.684126984
2019/7,2019,7,9515,3.171428571,-1.4,1.714285714,675,2.085714286,-2.285714286,2.4,23978,0.828571429,-3.485714286,0.171428571,33409,2.271428571,-2.757142857,2.714285714,42583,2.085714286,-2.285714286,2.4,8267,6.028571429,0.228571429,1.342857143,45493,2.257142857,-2.914285714,1.514285714,60123,4.285714286,-2.028571429,4,3377,3.271428571,-2.471428571,2.757142857,25268.88889,2.920634921,-2.155555556,2.112698413
2019/8,2019,8,10134,3.685714286,-1.728571429,1.685714286,858,4.271428571,-1.228571429,1.342857143,24998,2.9,-2.357142857,0.085714286,31157,4.3,-1.985714286,1.8,41415,4.271428571,-1.228571429,1.342857143,8107,6.285714286,0.285714286,1.314285714,45050,2.6,-4.014285714,0.542857143,58944,5.685714286,-4.771428571,0.657142857,3318,4.142857143,-4.392857143,0.6,24886.77778,4.238095238,-2.38015873,1.041269841
2019/9,2019,9,10039,0.728571429,-2.614285714,10.17142857,924,0.142857143,-3.585714286,2.6,31360,-0.6,-4.428571429,0,34471,0.571428571,-3.914285714,4.828571429,40425,0.142857143,-3.585714286,2.6,8547,3.014285714,-2.557142857,3.371428571,46665,-0.271428571,-4.171428571,2.6,61440,1.8,-4.485714286,13.02857143,3449,0.764285714,-4.328571429,7.814285714,26368.88889,0.699206349,-3.741269841,5.223809524
2019/10,2019,10,4004,1.771428571,-2.642857143,18.25714286,909,0.871428571,-4.1,3.285714286,29531,-1.185714286,-4.7,0,39514,-0.071428571,-4.271428571,5.2,41156,0.871428571,-4.1,3.285714286,8538,3.985714286,-2.057142857,0.457142857,45330,0.357142857,-5.614285714,0.514285714,60344,3.557142857,-5.1,3.657142857,3258,1.957142857,-5.357142857,2.085714286,25842.66667,1.346031746,-4.215873016,4.082539683
2019/11,2019,11,12128,3.785714286,-2.614285714,7.971428571,1455,3,-3.714285714,7.342857143,39955,1.057142857,-4.485714286,0,40569,3.057142857,-3.814285714,9.057142857,48415,3,-3.714285714,7.342857143,10785,5.014285714,-1.485714286,8.571428571,59101,-0.128571429,-5,2.257142857,77783,3.528571429,-3.171428571,10.65714286,4333,1.7,-4.085714286,6.457142857,32724.88889,2.668253968,-3.565079365,6.628571429
2019/12,2019,12,10255,3.4,-2.642857143,6.2,1542,2.857142857,-4.057142857,2.4,37905,2.185714286,-5.285714286,0,38230,3.357142857,-4.285714286,0.8,44315,2.857142857,-4.057142857,2.4,10147,6.757142857,-1.042857143,0.028571429,53915,2.128571429,-6.271428571,0.428571429,71288,4.442857143,-6.042857143,0.657142857,3980,3.285714286,-6.157142857,0.542857143,30175.22222,3.474603175,-4.426984127,1.495238095
2019/13,2019,13,8502,5.6,0.5,6.4,1083,4.7,-0.3,6.514285714,33186,3.542857143,-1.142857143,0,35090,5.157142857,-0.228571429,3.2,34454,4.7,-0.3,6.514285714,8432,8.714285714,2.7,6.057142857,45841,4.1,-1.2,2.085714286,59693,6.385714286,-0.614285714,6.057142857,3238,5.242857143,-0.907142857,4.071428571,25502.11111,5.349206349,-0.165873016,4.544444444
2019/14,2019,14,6878,5.414285714,-1.757142857,14.51428571,522,4.2,-2.614285714,4.857142857,27192,3.071428571,-3.471428571,0,30655,5.171428571,-2.342857143,2.285714286,30775,4.2,-2.614285714,4.857142857,7077,6.971428571,-0.742857143,2,37957,3.371428571,-3.428571429,0.971428571,49945,6.914285714,-2.828571429,3.657142857,2733,5.142857143,-3.128571429,2.314285714,21526,4.93968254,-2.547619048,3.93968254
2019/15,2019,15,6089,7.314285714,0.628571429,6.771428571,363,6.057142857,0.5,4.314285714,20169,5.314285714,0.042857143,0,22832,6.985714286,1.128571429,4.914285714,22540,6.057142857,0.5,4.314285714,5189,10.74285714,3.471428571,2.542857143,28383,5.185714286,-0.9,5.628571429,37747,8.528571429,0.228571429,5.742857143,2018,6.857142857,-0.335714286,5.685714286,16147.77778,7.004761905,0.584920635,4.434920635
2020/1,2020,1,1074,5.357142857,0.314285714,2.914285714,126,4.4,-0.557142857,10.97142857,2016,7.1,6.2,7.057142857,2905,3.971428571,-0.257142857,4.057142857,2665,4.4,-0.557142857,10.97142857,430,6.528571429,2.557142857,6.942857143,2281,4.085714286,-2.285714286,6.4,2987,6,-2.771428571,7.4,161,5.042857143,-2.528571429,6.9,1627.222222,5.20952381,0.012698413,7.068253968
2020/2,2020,2,544,3.614285714,0.214285714,2.885714286,27,2.414285714,-0.142857143,7.342857143,1346,7.1,6.2,11.8,1931,2.357142857,-0.257142857,13.45714286,2843,2.414285714,-0.142857143,7.342857143,311,4.857142857,1.671428571,8.028571429,1666,2.6,-1.771428571,8.885714286,2205,3.971428571,-1.6,10.8,122,3.285714286,-1.685714286,9.842857143,1221.666667,3.623809524,0.276190476,8.931746032
2020/3,2020,3,603,3.271428571,-1.428571429,7.857142857,24,2.257142857,-2.285714286,3.914285714,1416,7.1,6.2,1.428571429,1672,2.557142857,-2.657142857,2.285714286,3537,2.257142857,-2.285714286,3.914285714,334,4.614285714,-0.271428571,3.371428571,1787,1.1,-5.228571429,0.142857143,2373,4.214285714,-4.071428571,0.6,133,2.657142857,-4.65,0.371428571,1319.888889,3.336507937,-1.853174603,2.653968254
2020/4,2020,4,2168,2.957142857,-1.157142857,8.771428571,93,1.257142857,-2.314285714,6.8,4172,7.1,6.2,5.028571429,4208,0.985714286,-3,3.971428571,9988,1.257142857,-2.314285714,6.8,969,3.642857143,-0.742857143,2.571428571,5251,0.414285714,-4.285714286,3.942857143,6968,2.957142857,-3.285714286,6.828571429,379,1.685714286,-3.785714286,5.385714286,3799.555556,2.473015873,-1.631746032,5.566666667
2020/5,2020,5,4055,3.9,-0.071428571,10.82857143,171,2.271428571,-0.7,2.457142857,9325,3.214285714,2.042857143,2.314285714,7199,2.014285714,-1.057142857,1.6,3537,2.271428571,-0.7,2.457142857,1185,5.442857143,1.257142857,0.6,6327,1.571428571,-2.942857143,4.314285714,8403,3.971428571,-4.128571429,10.85714286,457,2.771428571,-3.535714286,7.585714286,4517.666667,3.047619048,-1.092857143,4.779365079
2020/6,2020,6,2945,3.685714286,-0.785714286,3.8,438,3.828571429,-2.185714286,0.714285714,15316,0.871428571,-3.314285714,0.742857143,8741,1.128571429,-2.742857143,4.428571429,15619,3.828571429,-2.185714286,0.714285714,1978,5,-0.385714286,1.771428571,10795,0.057142857,-5.028571429,4.828571429,14350,2.8,-4,4.914285714,765,1.428571429,-4.514285714,4.871428571,7883,2.514285714,-2.793650794,2.976190476
2020/7,2020,7,1149,3.514285714,-1.1,3.4,108,5,0.071428571,0.542857143,8953,3.728571429,-1.842857143,0.342857143,6964,4.428571429,-0.7,1.371428571,6805,5,0.071428571,0.542857143,1087,7.142857143,1.371428571,1,5849,2.642857143,-2.271428571,2.2,7748,5.571428571,-3.557142857,4.628571429,422,4.107142857,-2.914285714,3.414285714,4342.777778,4.570634921,-1.207936508,1.938095238
2020/8,2020,8,941,5.985714286,-0.585714286,9.685714286,127,5.814285714,-0.528571429,0.142857143,4401,4.057142857,-1.571428571,0.257142857,3407,5.1,-1.542857143,3.428571429,7366,5.814285714,-0.528571429,0.142857143,720,7.371428571,1.842857143,0.314285714,3997,3.371428571,-2.471428571,3.771428571,5264,6.428571429,-3.085714286,5.4,286,4.9,-2.778571429,4.585714286,2945.444444,5.426984127,-1.25,3.080952381
2020/9,2020,9,834,0.428571429,-3.8,6,98,0.8,-4.342857143,2.457142857,3476,-0.614285714,-5.142857143,1.457142857,4837,0.528571429,-4.528571429,6.085714286,7312,0.8,-4.342857143,2.457142857,733,3.957142857,-1.842857143,3.628571429,4059,-0.8,-5.314285714,5.571428571,5356,1.385714286,-4.357142857,15.68571429,292,0.292857143,-4.835714286,10.62857143,2999.666667,0.753174603,-4.278571429,5.996825397
2020/10,2020,10,0,4.714285714,0.3,12.68571429,9,3.228571429,-0.385714286,2.085714286,1043,2.142857143,-1.1,5.4,4869,3.1,-0.671428571,8.857142857,3812,3.228571429,-0.385714286,2.085714286,445,5.857142857,1.685714286,7.6,2366,1.571428571,-2.4,5.171428571,3128,4.285714286,-0.857142857,4.857142857,176,2.928571429,-1.628571429,5.014285714,1760.888889,3.450793651,-0.604761905,5.973015873
2020/11,2020,11,0,-0.457142857,-2.842857143,16.17142857,0,-1.057142857,-3.685714286,10.37142857,0,-1.714285714,-4.471428571,5.857142857,0,-1.014285714,-4.271428571,1.542857143,0,-1.057142857,-3.685714286,10.37142857,0,4.4,-0.171428571,1.4,0,-2.6,-5.157142857,4,0,-0.128571429,-3.871428571,18.31428571,0,-1.364285714,-4.514285714,11.15714286,0,-0.554761905,-3.63015873,8.798412698
2020/12,2020,12,0,4.142857143,-1.571428571,4.114285714,0,2.5,-3.285714286,3.571428571,0,0.928571429,-4.242857143,0.428571429,0,2.957142857,-3.542857143,2.657142857,0,2.5,-3.285714286,3.571428571,0,4.4,-0.2,0,0,0.385714286,-5.228571429,0.771428571,0,4.428571429,-3.857142857,1.6,0,2.407142857,-4.542857143,1.185714286,0,2.738888889,-3.306349206,1.988888889
2020/13,2020,13,0,9.1,0.314285714,0.857142857,0,4.971428571,-1.1,0.714285714,0,3.914285714,-1.785714286,0.171428571,0,5.328571429,-0.985714286,0.457142857,0,4.971428571,-1.1,0.714285714,0,4.4,-0.2,0,0,4.814285714,-2.228571429,0.114285714,0,7.228571429,-1.642857143,0.085714286,0,6.021428571,-1.935714286,0.1,0,5.638888889,-1.184920635,0.357142857
2020/14,2020,14,0,9.371428571,2.171428571,0.571428571,0,8.942857143,1.7,4,0,7.314285714,0.728571429,2.257142857,0,8.342857143,1.157142857,3.514285714,0,8.942857143,1.7,4,0,10.71428571,2.642857143,2.257142857,0,6.428571429,-0.042857143,2.457142857,0,8.8,1.514285714,3.514285714,0,7.614285714,0.735714286,2.985714286,0,8.496825397,1.367460317,2.83968254
2020/15,2020,15,0,10.55714286,3.185714286,0.028571429,0,9.671428571,4.785714286,3.971428571,0,8.785714286,3.942857143,3.542857143,0,9.528571429,4.557142857,3.742857143,0,9.671428571,4.785714286,3.971428571,0,13.55714286,6.942857143,3.257142857,0,8.7,2.985714286,2.628571429,0,12.15714286,3.542857143,1.057142857,0,10.42857143,3.264285714,1.842857143,0,10.33968254,4.221428571,2.671428571
2021/1,2021,1,334,4.685714286,-0.942857143,49.94285714,216,2.785714286,-1.5,11.08571429,3992,1.142857143,-2.314285714,6.571428571,8585,1.757142857,-1.642857143,8.742857143,2198,2.785714286,-1.5,11.08571429,830,3.742857143,-0.285714286,9.2,4556,-0.2,-3.085714286,6.742857143,6003,3.071428571,-2.085714286,16.4,323,1.435714286,-2.585714286,11.57142857,3004.111111,2.356349206,-1.771428571,14.59365079
2021/2,2021,2,941,2.642857143,-0.471428571,3.857142857,69,2.628571429,-1.8,2.085714286,9086,0.528571429,-2.7,2.6,13114,1.214285714,-1.985714286,3,5269,2.628571429,-1.8,2.085714286,1541,4.628571429,-0.357142857,2.514285714,8255,6.34413E-17,-4.385714286,1.742857143,10901,3.128571429,-3.814285714,2.228571429,597,1.564285714,-4.1,1.985714286,5530.333333,2.107142857,-2.379365079,2.455555556
2021/3,2021,3,2614,4.257142857,-0.042857143,4.114285714,99,2.8,-1.042857143,7.657142857,16742,1.057142857,-2.214285714,16.94285714,24383,2.1,-1.342857143,18.37142857,17995,2.8,-1.042857143,7.657142857,3315,4.757142857,0.785714286,13.34285714,18301,1.128571429,-4.028571429,14.05714286,24338,3.685714286,-2.642857143,21.34285714,1307,2.407142857,-3.335714286,17.7,12121.55556,2.776984127,-1.656349206,13.46507937
2021/4,2021,4,8833,1.657142857,-1.428571429,3.085714286,315,0.528571429,-2.628571429,3.114285714,28047,-0.3,-3.385714286,3.914285714,31297,0.657142857,-2.8,3.371428571,39561,0.528571429,-2.628571429,3.114285714,6070,3.742857143,-0.357142857,3.257142857,32789,-0.042857143,-3.614285714,0.971428571,43413,2.471428571,-3.257142857,4.257142857,2355,1.214285714,-3.435714286,2.614285714,21408.88889,1.161904762,-2.615079365,3.077777778
2021/5,2021,5,11910,2.971428571,-1.3,0.2,697,2.128571429,-2.242857143,1.571428571,35270,0.485714286,-3.485714286,0.257142857,36763,1.985714286,-2.328571429,1.057142857,53339,2.128571429,-2.242857143,1.571428571,8018,5.857142857,-0.028571429,1.257142857,42107,0.585714286,-4.9,0,55654,3.871428571,-5.571428571,0,3029,2.228571429,-5.235714286,0,27420.77778,2.471428571,-3.037301587,0.657142857
2021/6,2021,6,2430,1.014285714,-1.642857143,8.228571429,103,0.385714286,-2.7,3.257142857,13693,-0.542857143,-3.571428571,11.25714286,14100,-0.171428571,-2.8,8.828571429,26598,0.385714286,-2.7,3.257142857,3099,1.542857143,-1.128571429,9.657142857,17062,-0.971428571,-3.785714286,4.314285714,22523,0.671428571,-2.814285714,19.37142857,1219,-0.15,-3.3,11.84285714,11203,0.24047619,-2.715873016,8.89047619
2021/7,2021,7,3,0.671428571,-3.185714286,6.485714286,0,-0.357142857,-3.971428571,9.085714286,6750,-1.442857143,-4.557142857,9.828571429,7500,-0.7,-4.314285714,6,7908,-0.357142857,-3.971428571,9.085714286,1186,1.914285714,-2.642857143,10.08571429,6387,-1.7,-5.2,0,8333,0.914285714,-4.528571429,16.2,468,-0.392857143,-4.864285714,8.1,4281.666667,-0.161111111,-4.137301587,8.319047619
2021/8,2021,8,3274,1.957142857,-1.785714286,4.742857143,468,0.4,-2.9,7.514285714,18858,-0.228571429,-3.6,7.342857143,22133,0.614285714,-2.771428571,6.171428571,31619,0.4,-2.9,7.514285714,4115,3.314285714,-0.571428571,6.257142857,22563,-1.757142857,-5.014285714,0,29825,2.528571429,-2.857142857,12.62857143,1653,0.385714286,-3.935714286,6.314285714,14945.33333,0.846031746,-2.926190476,6.498412698
2021/9,2021,9,1757,2.628571429,-1.071428571,5.542857143,774,1.271428571,-2.257142857,3.057142857,27982,0.585714286,-3.114285714,2.057142857,9250,1.6,-2.6,2.485714286,25906,1.271428571,-2.257142857,3.057142857,3478,3.642857143,-0.371428571,5.285714286,19180,1.642857143,-4.1,0.571428571,25409,5.085714286,-2.1,3.171428571,1388,3.364285714,-3.1,1.871428571,12791.55556,2.343650794,-2.33015873,3.011111111
2021/10,2021,10,2392,3.371428571,-0.728571429,4.714285714,834,1.857142857,-1.585714286,2.6,16215,0.471428571,-2.571428571,1.714285714,14152,1.8,-2.157142857,1.6,16707,1.857142857,-1.585714286,2.6,2706,4.814285714,-0.242857143,3.228571429,14564,3.3,-1.6,0,19460,3.242857143,-3.042857143,7.457142857,1036,3.271428571,-2.321428571,3.728571429,9785.111111,2.665079365,-1.75952381,3.071428571
2021/11,2021,11,1948,4.628571429,0.071428571,8.457142857,0,2.757142857,-1.042857143,2.628571429,15773,1.442857143,-1.771428571,6.4,16893,2.742857143,-1.114285714,4.428571429,15200,2.757142857,-1.042857143,2.628571429,2680,7.442857143,1.728571429,4.085714286,14342,2.242857143,-1.457142857,4.4,18796,5.242857143,-0.871428571,7.285714286,1046,3.742857143,-1.164285714,5.842857143,9630.888889,3.666666667,-0.74047619,5.128571429
2021/12,2021,12,0,2.685714286,-1.628571429,6.457142857,0,1.4,-2.771428571,2.371428571,4200,0.257142857,-3.514285714,1.571428571,10746,0.971428571,-2.985714286,3.514285714,5401,1.4,-2.771428571,2.371428571,1102,5.6,-0.614285714,3.457142857,5792,0.957142857,-4.2,1.771428571,7640,3.014285714,-2.571428571,4.857142857,424,1.985714286,-3.385714286,3.314285714,3922.777778,2.03015873,-2.715873016,3.298412698
